Name ru,Name en,Transliterations,Countries,DOB,Gender,Description,Tags
Кондратьева Матрена  Васильевна,Kondratieva Matrena Vasilievna,,,,F,Editor-in-Chief of the Yakutia newspaper (owned by the government of the Republic of Sakha (Yakutia)),Propagandists
Коновалов Владимир Анатольевич,Konovalov Vladimir Anatolievich,,UK,03.06.1967,M,Deputy General Director of JSC Air Defense Concern Almaz-Antey,Top Management of State Owned Companies
Королев Антон Игоревич,Korolev Anton Igorevich,,,,M,Deputy General Director of JSC Russian Helicopters,Top Management of State Owned Companies
Косогов Андрей Николаевич,Kosogov Andrey Nikolaevich,,,15.03.1961,M,"Russian entrepreneur, one of the founders and main shareholders of Alfa Group. According to credible results of a public inquiry, he directly or indirectly provided assistance to the Russian armed forces as part of his business activities.",Individuals involved in corruption
Костенко Екатерина Алексеевна,Kostenko Ekaterina Alekseevna,,,,F,Acting Deputy General Director - Head of the Commercial Directorate of PJSC Novorossiysk Commercial Sea Port,Top Management of State Owned Companies
Котова Евгения Григорьевна,Kotova Evgenia Grigorievna,,,28.08.1971,F,"Deputy Minister of Health of the Russian Federation. She manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty, and independence of Ukraine.",Senior Federal Officials
Котова Наталья Михайловна,Kotova Natalya Mikhailovna,,,,F,"Director of Regional Autonomous State Institution ""Directorate of Regional TV Programs"". Head of a state-controlled propaganda media outlet that supports Russian aggression against Ukraine.",Propagandists
Ковалёва Елена Леонидовна,Kovaleva Elena Leonidovna,,,,F,"Director of the Department of Natural Resources, Land Relations and Agro-Industrial Complex of the Government of the Russian Federation.  Manages a structural subdivision of the apparatus of the supreme executive body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
Козлов Михаил Николаевич,Kozlov Mikhail Nikolaevich,,,31.08.1979,M,"Deputy Head of the Federal Agency for Forestry of the Russian Federation. He manages a state body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty, and independence of Ukraine.",Senior Federal Officials
Козлов Владимир Владимирович,Kozlov Vladimir Vladimirovich,,,1978,M,Deputy General Director of PJSC Alrosa,Top Management of State Owned Companies
Козырь Екатерина Александровна,Kozyr Ekaterina Alexandrovna,,,18.12.1980,F,General Director of Nika TV and Radio Broadcasting Company. Head of a state-controlled propaganda media outlet that supports Russian aggression against Ukraine.,Propagandists
Красновский Игорь Альбертович,Krasnovsky Igor Albertovich,,,,M,Editor-in-Chief of the Smolenskaya Gazeta newspaper (owned by the government of Smolensk Oblast),Propagandists
Кравченко Елена Валерьевна,Kravchenko Elena Valerievna,,"CA
UK
EU
CH
JP",22.02.1983,F,"Chairman of the Electoral Commission of the so-called Luhansk People's Republic. The head of the state body responsible for supporting the Russian occupation of the territory of Ukraine through electoral fraud.
Chairman of the Electoral Commission of the so-called Luhansk People's Republic. The head of the state body responsible for supporting the Russian occupation of the territory of Ukraine through electoral fraud.","War Arrangers

Election fraud organizers"
Кравченко Константин Юрьевич,Kravchenko Konstantin Yurievich,,,05.02.1973,M,Deputy General Director of PJSC Federal Grid Company - Rosseti (before reorganization - PJSC FGC UES),Top Management of State Owned Companies
Кронберг Татьяна Владимировна,Kronberg Tatyana Vladimirovna,,,,F,Director of the Vsevolozhskie Vesti newspaper (owned by the administration of Vsevolozhsk District of Leningrad Oblast),Propagandists
Крылова Елена Леонидовна,Krylova Elena Leonidovna,,,22.09.1971,F,Director of Samara State TV and Radio Broadcasting Company. Head of a state-controlled propaganda media outlet that supports Russian aggression against Ukraine.,Propagandists
Крымова Лариса Львовна,Krymova Larisa Lvovna,,,1976,F,Head of the Directorate of Public Relations and Internet Broadcasting of the federal TV channel Channel One. Plays an important role in organizing television propaganda.,Propagandists
Крюков Олег Васильевич,Kryukov Oleg Vasilievich,,UK,1954,M,"Director for State Policy in the Field of RW, SNF and Decommissioning of NRHF of State Atomic Energy Corporation Rosatom",Top Management of State Owned Companies
Куксенкова (Сокирко) Ирина Юльевна,Kuksenkova (Sokirko) Irina Yulievna,,,24.09.1984,F,"Russian propagandist. So-called ""war correspondent"" of Channel One Russia. Actively supports Russia's aggression against Ukraine and the actions of the Russian authorities. Participated in the meeting between Vladimir Putin and ""war correspondents"" on June 13, 2023.",Propagandists
Куликова Анна Александровна,Kulikova Anna Alexandrovna,,,06.12.1979,F,Head of the Protocol Directorate of the Presidential Administration of the Russian Federation. Manages a structural subdivision of the state body responsible for the development and implementation of Russia's aggressive policy during the invasion of Ukraine,Senior Federal Officials
Кулько Дмитрий Александрович,Kulko Dmitry Alexandrovich,,,17.07.1991,M,"Russian propagandist. So-called ""war correspondent"" of Channel One Russia. Actively supports Russia's aggression against Ukraine and the actions of the Russian authorities. Participated in the meeting between Vladimir Putin and ""war correspondents"" on June 13, 2023.",Propagandists
Кунгуров Игорь Геннадьевич,Kungurov Igor Gennadievich,,,01.01.1972,M,Director of Chita State TV and Radio Broadcasting Company. Head of a state-controlled propaganda media outlet that supports Russian aggression against Ukraine.,Propagandists
Курашов Денис Сергеевич,Kurashov Denis Sergeevich,,"CA
UK
EU
CH",05.07.1978,M,Minister of Communications of the self-proclaimed Donetsk People's Republic. Assisted Russian aggression against Ukraine and the occupation of part of Ukrainian territory.,War Arrangers
Кутьина Дарья Игоревна,Kutina Daria Igorevna,,,,F,Director of LLC Astrakhan Regional TV Channel. Head of a state-controlled propaganda media outlet that supports Russian aggression against Ukraine.,Propagandists
Кузнецов Станислав Константинович,Kuznetsov Stanislav Konstantinovich,,"CA
US
UK",25.07.1962,M,Deputy Chairman of the Management Board of PJSC Sberbank,Top Management of State Owned Companies
Кузнецов Виктор Игоревич,Kuznetsov Viktor Igorevich,,,,M,"Director of the Department for the Development of International Cooperation of the Government of the Russian Federation. Manages a structural subdivision of the apparatus of the supreme executive body of the Russian Federation, which supports or implements actions or policies that undermine or threaten the territorial integrity, sovereignty and independence of Ukraine.",Senior Federal Officials
